Site,Date,Researcher1,Researcher2,Researcher3,Temperature_c,HumidityPer,WindSpeed,TimeStart,TimeEnd,TimeObs,Species,SpCount,Distance,Notes
CrotonaPark,2023-11-05,Gaia,NA,NA,24,35.2,0.7,11:33,13:41,11:40,HouseSparrow,1,NA,
CrotonaPark,2023-11-05,Gaia,NA,NA,24,35.2,0.7,11:33,13:41,11:41,DownyWoodpecker,1,NA,
CrotonaPark,2023-11-05,Gaia,NA,NA,24,35.2,0.7,11:33,13:41,11:41,HouseSparrow,5,NA,
CrotonaPark,2023-11-05,Gaia,NA,NA,24,35.2,0.7,11:33,13:41,11:49,BlueJay,2,NA,
CrotonaPark,2023-11-05,Gaia,NA,NA,24,35.2,0.7,11:33,13:41,11:56,AmericanRobin,2,NA,
CrotonaPark,2023-11-05,Gaia,NA,NA,24,35.2,0.7,11:33,13:41,11:57,HouseSparrow,6,NA,
CrotonaPark,2023-11-05,Gaia,NA,NA,24,35.2,0.7,11:33,13:41,11:58,AmericanRobin,1,NA,
CrotonaPark,2023-11-05,Gaia,NA,NA,24,35.2,0.7,11:33,13:41,11:58,HermitThrush,1,NA,Misidentified in Data Sheet
CrotonaPark,2023-11-05,Gaia,NA,NA,24,35.2,0.7,11:33,13:41,12:01,WhiteThroatedSparrow,1,NA,
CrotonaPark,2023-11-05,Gaia,NA,NA,24,35.2,0.7,11:33,13:41,12:06,DarkEyedJunco,8,NA,
CrotonaPark,2023-11-05,Gaia,NA,NA,24,35.2,0.7,11:33,13:41,12:10,HouseFinch,2,NA,
CrotonaPark,2023-11-05,Gaia,NA,NA,24,35.2,0.7,11:33,13:41,12:10,NorthernMockingbird,1,NA,
CrotonaPark,2023-11-05,Gaia,NA,NA,24,35.2,0.7,11:33,13:41,12:11,EuropeanStarling,1,NA,
CrotonaPark,2023-11-05,Gaia,NA,NA,24,35.2,0.7,11:33,13:41,12:11,AmericanGoldfinch,1,NA,
CrotonaPark,2023-11-05,Gaia,NA,NA,24,35.2,0.7,11:33,13:41,12:12,Mallard,4,NA,
CrotonaPark,2023-11-05,Gaia,NA,NA,24,35.2,0.7,11:33,13:41,12:13,SongSparrow,1,NA,
CrotonaPark,2023-11-05,Gaia,NA,NA,24,35.2,0.7,11:33,13:41,12:26,MuscovyDuck,1,NA,Weirdo keep watch of this park for resightings
CrotonaPark,2023-11-05,Gaia,NA,NA,24,35.2,0.7,11:33,13:41,12:38,HouseSparrow,2,NA,
CrotonaPark,2023-11-05,Gaia,NA,NA,24,35.2,0.7,11:33,13:41,12:56,DarkEyedJunco,1,NA,
CrotonaPark,2023-11-05,Gaia,NA,NA,24,35.2,0.7,11:33,13:41,13:09,SongSparrow,3,NA,
CrotonaPark,2023-11-05,Gaia,NA,NA,24,35.2,0.7,11:33,13:41,13:09,WhiteThroatedSparrow,1,NA,
CrotonaPark,2023-11-05,Gaia,NA,NA,24,35.2,0.7,11:33,13:41,13:15,NorthernFlicker,1,NA,
CrotonaPark,2023-11-05,Gaia,NA,NA,24,35.2,0.7,11:33,13:41,13:16,AmericanRobin,3,NA,
CrotonaPark,2023-11-05,Gaia,NA,NA,24,35.2,0.7,11:33,13:41,13:17,HouseSparrow,8,NA,
CrotonaPark,2023-11-05,Gaia,NA,NA,24,35.2,0.7,11:33,13:41,13:17,RockPigeon,2,NA,
CrotonaPark,2023-11-05,Gaia,NA,NA,24,35.2,0.7,11:33,13:41,13:21,BlueJay,2,NA,
CrotonaPark,2023-11-05,Gaia,NA,NA,24,35.2,0.7,11:33,13:41,13:30,AmericanCoot,1,NA,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,9:36,Mallard,4,40,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,9:37,NorthernShoveler,12,63,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,9:43,CanadaGoose,2,41,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,9:46,Mallard,4,11,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,9:47,RuddyDuck,1,17.5,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,9:50,HouseSparrow,1,28,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,9:50,AmericanRobin,1,<10,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,10:02,WhiteThroatedSparrow,10,<10,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,10:07,BrownCreeper,1,15,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,10:07,RedBelliedWoodpecker,1,18.5,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,10:08,BlackCappedChickadee,1,13,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,10:09,DarkEyedJunco,1,15,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,10:10,Titmouse,1,<10,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,10:12,FoxSparrow,1,<10,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,10:12,WhiteThroatedSparrow,12,<10,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,10:32,AmericanGoldfinch,1,18,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,10:32,DarkEyedJunco,1,18,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,10:38,NorthernCardinal,1,15,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,10:44,MourningDove,1,14.5,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,10:44,WhiteThroatedSparrow,10,<10,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,10:48,Mallard,2,<10,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,10:48,Mallard,10,53,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,10:51,Mallard,10,49,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,10:51,CanadaGoose,2,40,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,10:55,GreenWingedTeal,2,21.5,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,10:59,RedBelliedWoodpecker,1,28,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,11:00,BlueJay,1,18,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,11:00,DownyWoodpecker,1,18,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,11:09,AmericanRobin,1,45.5,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,11:10,BlueJay,1,25,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,11:18,MourningDove,1,20,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,11:24,WhiteThroatedSparrow,3,<10,
CentralPark,2023-11-18,Gaia,Ryder,Kg,16.5,15.8,0.8,9:38,11:46,11:25,RedTailedHawk,1,flyover,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,9:11,YellowBelliedSapsucker,4,10,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,9:11,RubyCrownedKinglet,1,3,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,9:16,RedBelliedWoodpecker,7,20.5,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,9:18,GrayCatbird,2,16.5,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,9:18,WhiteThroatedSparrow,1,16.5,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,9:19,BlueJay,3,17.2,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,9:21,ChippingSparrow,2,18.5,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,9:23,AmericanRobin,2,18.5,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,9:24,EuropeanStarling,1,22,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,9:26,AmericanRobin,1,6.1,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,9:32,BlueJay,1,15.5,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,9:34,Parulidae,1,high,noted as unk warbler in datasheet
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,9:37,AmericanCrow,3,flyover,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,9:37,BlueJay,1,15.5,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,9:38,AmericanRobin,3,17,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,9:40,MourningDove,1,5.7,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,9:40,BlueJay,2,14,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,9:40,AmericanRobin,1,8.1,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,9:43,AmericanRedstart,1,20,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,9:51,AmericanRobin,3,17,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,9:52,HouseSparrow,1,17,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,9:53,HouseFinch,6,17,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,9:57,BlackAndWhiteWarbler,1,11,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,10:00,EuropeanStarling,2,11,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,10:00,MourningDove,2,11,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,10:04,NorthernCardinal,1,2.89,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,10:06,BlueJay,1,flyover,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,10:06,MourningDove,1,11,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,10:12,AmericanRobin,3,NA,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,10:12,YellowBelliedSapsucker,1,11,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,10:12,HouseSparrow,1,19.5,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,10:12,MourningDove,2,16,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,10:12,BlueJay,1,23.4,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,10:12,EasternPhoebe,1,25.5,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,10:14,NorthernCardinal,2,19,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,10:15,ChippingSparrow,1,14.5,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,10:16,GrayCatbird,1,14.5,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,10:16,GrayCatbird,1,45.2,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,10:16,BlueJay,1,NA,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,10:17,NorthernWaterthrush,1,25,Misidentified in Data Sheet
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,10:27,YellowBelliedSapsucker,1,11.5,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,10:29,NorthernCardinal,1,14.9,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,10:30,Nutchatch,NA,heard,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,10:33,CommonYellowThroatedWarbler,1,7,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,10:35,RubyCrownedKinglet,1,7,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,10:45,WinterWren,1,9.5,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,10:45,YellowBelliedSapsucker,1,9.5,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,10:50,BlueJay,1,NA,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,10:56,HouseSparrow,5,10,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,11:00,CommonGrackle,1,1,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,11:02,YellowBelliedSapsucker,1,NA,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,11:11,AmericanRedstart,1,12.5,
MorningsidePark,2023-10-09,Rafael,Emerald,Val,13.6,61.6,1,9:11,10:26,11:11,Laridae,1,flyover,labelled unk gull in datasheet
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,9:11,CanadaGoose,40,83,
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,9:12,HouseSparrow,1,3,
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,9:26,Mallard,6,18.5,
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,9:28,AmericanBlackDuck,2,50,
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,9:28,RuddyDuck,1,80,
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,9:38,YellowRumpedWarbler,1,32,
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,9:39,BlueJay,1,25,
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,9:40,YellowBelliedSapsucker,1,25,
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,9:40,GoldenCrownedKinglet,1,25,
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,9:40,YellowRumpedWarbler,1,25,
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,9:42,GoldenCrownedKinglet,4,27,
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,9:47,RedBelliedWoodpecker,1,17,
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,9:53,YellowRumpedWarbler,1,21,
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,9:56,GoldenCrownedKinglet,1,23,
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,9:58,RuddyDuck,1,141,
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,10:02,Grackle,NA,heard,
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,10:05,DownyWoodpecker,NA,NA,nest
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,10:08,NorthernShoveler,6,94.5,
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,10:09,WoodDuck,4,94.5,
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,10:16,GreatBlueHeron,1,125,
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,10:16,AmericanRobin,1,10,
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,10:21,BeltedKingfisher,1,110,
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,10:23,RedWingedBlackbird,1,110,
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,10:29,Grackle,NA,heard,
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,10:43,RedBelliedWoodpecker,1,22.5,
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,11:03,NorthernFlicker,1,15,
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,11:03,AmericanRobin,1,15,
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,11:05,AmericanGoldfinch,4,27,
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,11:06,SongSparrow,1,15.5,
VanCortlandtPark,2023-10-28,Val,NYCAudobon,NA,22.2,65.7,0,9:11,11:06,11:06,WhiteThroatedSparrow,1,15.5,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,10:00,BlueJay,1,21,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,10:02,WhiteThroatedSparrow,1,21,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,10:10,HermitThrush,1,18.5,Misidentified in Data Sheet
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,10:10,WhiteThroatedSparrow,1,18.5,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,10:11,BrownCreeper,1,21,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,10:13,DownyWoodpecker,1,21,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,10:19,RubyCrownedKinglet,1,10,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,10:18,AmericanRobin,1,10,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,10:22,PineWarbler,1,16,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,10:25,HairyWoodpecker,1,13.5,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,10:25,WhiteThroatedSparrow,4,<10,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,10:29,RedBelliedWoodpecker,1,15.5,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,10:29,YellowRumpedWarbler,1,15,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,10:35,RubyCrownedKinglet,1,<10,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,10:35,BlueJay,1,24.5,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,10:49,BlueJay,1,56,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,10:57,BlueJay,1,27.5,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,10:58,HermitThrush,1,12,Misidentified in Data Sheet
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,11:05,HermitThrush,1,14,Misidentified in Data Sheet
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,11:18,Laridae,14,50>,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,11:18,Mallard,3,13,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,11:23,MourningDove,1,15,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,11:23,NorthernMockingbird,1,<10,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,11:24,HouseSparrow,1,<5,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,11:25,Mallard,1,<5,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,11:25,BlueJay,1,<5,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,11:25,HouseSparrow,3,<5,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,11:30,RubyCrownedKinglet,2,<10,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,11:30,HermitThrush,1,<10,Misidentified in Data Sheet
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,11:30,Mallard,1,<5,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,11:35,BeltedKingfisher,1,55,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,11:38,MourningDove,4,12,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,11:38,NorthernMockingbird,1,12,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,11:38,NorthernCardinal,1,12,
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,11:41,EasternPhoebe,1,25,listed as Tyrannidae in datasheet
InnwoodHillPark,2023-11-04,Emerald,Gaia,NA,13.7,56.1,0.7,10:00,12:06,11:42,BlueJay,1,32.5,
MorningsidePark,2023-11-11,Gaia ,Emerald,Ryder,14.6,42,0.9,9:40,12:06,9:40,WhiteThroatedSparrow,1,3,
MorningsidePark,2023-11-11,Gaia ,Emerald,Ryder,14.6,42,0.9,9:40,12:06,9:40,HouseSparrow,1,<10,
MorningsidePark,2023-11-11,Gaia ,Emerald,Ryder,14.6,42,0.9,9:40,12:06,9:47,RubyCrownedKinglet,1,15,
MorningsidePark,2023-11-11,Gaia ,Emerald,Ryder,14.6,42,0.9,9:40,12:06,9:47,BlueJay,1,13.5,
MorningsidePark,2023-11-11,Gaia ,Emerald,Ryder,14.6,42,0.9,9:40,12:06,9:47,BlueJay,1,34.5,
MorningsidePark,2023-11-11,Gaia ,Emerald,Ryder,14.6,42,0.9,9:40,12:06,9:50,NorthernMockingbird,1,3,
MorningsidePark,2023-11-11,Gaia ,Emerald,Ryder,14.6,42,0.9,9:40,12:06,9:50,EuropeanStarling,12,22.5,
MorningsidePark,2023-11-11,Gaia ,Emerald,Ryder,14.6,42,0.9,9:40,12:06,9:56,WhiteThroatedSparrow,8,<10,
MorningsidePark,2023-11-11,Gaia ,Emerald,Ryder,14.6,42,0.9,9:40,12:06,9:56,AmericanRobin,1,<10,
MorningsidePark,2023-11-11,Gaia ,Emerald,Ryder,14.6,42,0.9,9:40,12:06,10:02,EuropeanStarling,10,<10,
