fid,acquisitio,acres,address,borough,class,communityb,councildis,department,eapply,gisobjid,gispropnum,globalid,jurisdicti,location,mapped,name311,nys_assemb,nys_senate,objectid,omppropid,parentid,permit,permitdist,permitpare,pip_ratabl,precinct,retired,signname,subcategor,typecatego,url,us_congres,waterfront,zipcode,fid_2,area_id,city,state,city_surve,category,grade,label,residentia,commercial,industrial,fill
1541,1888-12-12 00:00:00.0000000,2771.746999999999844,,X,PARK,210212.000000000000000,1213.000000000000000,X-15,Pelham Bay Park and Orchard Beach,100005183.000000000000000,X039,10860A90-7D19-42D1-86FD-464D4CF37657,DPR,"Bruckner Blvd, Eastchester, Hutchinson",Part,Pelham Bay Park,82.000000000000000,34.000000000000000,6434.000000000000000,X039,X-15,T,X-15,X-15,F,45.000000000000000,F,Pelham Bay Park,Flagship Park,Flagship Park,http://www.nycgovparks.org/parks/X039/,14.000000000000002,T,104611046410464079642624.000000000000000,6295,2766,Bronx,NY,1,Definitely Declining,C,C13,1,0,0,#ffff00
1541,1888-12-12 00:00:00.0000000,2771.746999999999844,,X,PARK,210212.000000000000000,1213.000000000000000,X-15,Pelham Bay Park and Orchard Beach,100005183.000000000000000,X039,10860A90-7D19-42D1-86FD-464D4CF37657,DPR,"Bruckner Blvd, Eastchester, Hutchinson",Part,Pelham Bay Park,82.000000000000000,34.000000000000000,6434.000000000000000,X039,X-15,T,X-15,X-15,F,45.000000000000000,F,Pelham Bay Park,Flagship Park,Flagship Park,http://www.nycgovparks.org/parks/X039/,14.000000000000002,T,104611046410464079642624.000000000000000,6296,2765,Bronx,NY,1,Definitely Declining,C,C14,1,0,0,#ffff00
1541,1888-12-12 00:00:00.0000000,2771.746999999999844,,X,PARK,210212.000000000000000,1213.000000000000000,X-15,Pelham Bay Park and Orchard Beach,100005183.000000000000000,X039,10860A90-7D19-42D1-86FD-464D4CF37657,DPR,"Bruckner Blvd, Eastchester, Hutchinson",Part,Pelham Bay Park,82.000000000000000,34.000000000000000,6434.000000000000000,X039,X-15,T,X-15,X-15,F,45.000000000000000,F,Pelham Bay Park,Flagship Park,Flagship Park,http://www.nycgovparks.org/parks/X039/,14.000000000000002,T,104611046410464079642624.000000000000000,6297,2762,Bronx,NY,1,Definitely Declining,C,C15,1,0,0,#ffff00
1541,1888-12-12 00:00:00.0000000,2771.746999999999844,,X,PARK,210212.000000000000000,1213.000000000000000,X-15,Pelham Bay Park and Orchard Beach,100005183.000000000000000,X039,10860A90-7D19-42D1-86FD-464D4CF37657,DPR,"Bruckner Blvd, Eastchester, Hutchinson",Part,Pelham Bay Park,82.000000000000000,34.000000000000000,6434.000000000000000,X039,X-15,T,X-15,X-15,F,45.000000000000000,F,Pelham Bay Park,Flagship Park,Flagship Park,http://www.nycgovparks.org/parks/X039/,14.000000000000002,T,104611046410464079642624.000000000000000,6304,2776,Bronx,NY,1,Definitely Declining,C,C21,1,0,0,#ffff00
1541,1888-12-12 00:00:00.0000000,2771.746999999999844,,X,PARK,210212.000000000000000,1213.000000000000000,X-15,Pelham Bay Park and Orchard Beach,100005183.000000000000000,X039,10860A90-7D19-42D1-86FD-464D4CF37657,DPR,"Bruckner Blvd, Eastchester, Hutchinson",Part,Pelham Bay Park,82.000000000000000,34.000000000000000,6434.000000000000000,X039,X-15,T,X-15,X-15,F,45.000000000000000,F,Pelham Bay Park,Flagship Park,Flagship Park,http://www.nycgovparks.org/parks/X039/,14.000000000000002,T,104611046410464079642624.000000000000000,6306,2777,Bronx,NY,1,Definitely Declining,C,C23,1,0,0,#ffff00
1549,1915-05-21 00:00:00.0000000,196.397999999999996,269 DYCKMAN STREET,M,PARK,112.000000000000014,9.999999999999998,M-12,Inwood Hill Park,100004337.000000000000000,M042,B2B11A75-EF65-4990-B9C7-C19591B33336,DPR,"Dyckman St, Hudson River, Harlem River S",True,Inwood Hill Park,,31.000000000000000,6326.000000000000000,M042,M-12,T,M-12,M-12,F,34.000000000000000,F,Inwood Hill Park,Large Park,Community Park,http://www.nycgovparks.org/parks/M042/,13.000000000000000,T,1003310034.000000000000000,6278,2736,Bronx,NY,1,Best,A,A1,1,0,0,#76a865
1549,1915-05-21 00:00:00.0000000,196.397999999999996,269 DYCKMAN STREET,M,PARK,112.000000000000014,9.999999999999998,M-12,Inwood Hill Park,100004337.000000000000000,M042,B2B11A75-EF65-4990-B9C7-C19591B33336,DPR,"Dyckman St, Hudson River, Harlem River S",True,Inwood Hill Park,,31.000000000000000,6326.000000000000000,M042,M-12,T,M-12,M-12,F,34.000000000000000,F,Inwood Hill Park,Large Park,Community Park,http://www.nycgovparks.org/parks/M042/,13.000000000000000,T,1003310034.000000000000000,6283,2739,Bronx,NY,1,Still Desirable,B,B2,1,0,0,#7cb5bd
1549,1915-05-21 00:00:00.0000000,196.397999999999996,269 DYCKMAN STREET,M,PARK,112.000000000000014,9.999999999999998,M-12,Inwood Hill Park,100004337.000000000000000,M042,B2B11A75-EF65-4990-B9C7-C19591B33336,DPR,"Dyckman St, Hudson River, Harlem River S",True,Inwood Hill Park,,31.000000000000000,6326.000000000000000,M042,M-12,T,M-12,M-12,F,34.000000000000000,F,Inwood Hill Park,Large Park,Community Park,http://www.nycgovparks.org/parks/M042/,13.000000000000000,T,1003310034.000000000000000,6573,2660,Manhattan,NY,1,Best,A,A8,1,0,0,#76a865
1549,1915-05-21 00:00:00.0000000,196.397999999999996,269 DYCKMAN STREET,M,PARK,112.000000000000014,9.999999999999998,M-12,Inwood Hill Park,100004337.000000000000000,M042,B2B11A75-EF65-4990-B9C7-C19591B33336,DPR,"Dyckman St, Hudson River, Harlem River S",True,Inwood Hill Park,,31.000000000000000,6326.000000000000000,M042,M-12,T,M-12,M-12,F,34.000000000000000,F,Inwood Hill Park,Large Park,Community Park,http://www.nycgovparks.org/parks/M042/,13.000000000000000,T,1003310034.000000000000000,6576,2662,Manhattan,NY,1,Still Desirable,B,B11,1,0,0,#7cb5bd
1549,1915-05-21 00:00:00.0000000,196.397999999999996,269 DYCKMAN STREET,M,PARK,112.000000000000014,9.999999999999998,M-12,Inwood Hill Park,100004337.000000000000000,M042,B2B11A75-EF65-4990-B9C7-C19591B33336,DPR,"Dyckman St, Hudson River, Harlem River S",True,Inwood Hill Park,,31.000000000000000,6326.000000000000000,M042,M-12,T,M-12,M-12,F,34.000000000000000,F,Inwood Hill Park,Large Park,Community Park,http://www.nycgovparks.org/parks/M042/,13.000000000000000,T,1003310034.000000000000000,6577,2663,Manhattan,NY,1,Still Desirable,B,B12,1,0,0,#7cb5bd
1614,1888-12-08 00:00:00.0000000,127.500000000000000,1700 CROTONA AVENUE,X,PARK,203.000000000000000,17.000000000000000,X-03,Crotona Park,100005136.000000000000000,X010,308C0683-6CB1-4620-836B-6E76DF2CE6D3,DPR,"Crotona Park North to South, Fulton Av to Southern Blvd and Crotona Park East",True,Crotona Park,79.000000000000000,32.000000000000000,5649.000000000000000,X010,X-03,T,X-03,X-03,F,42.000000000000000,F,Crotona Park,Large Park,Flagship Park,http://www.nycgovparks.org/parks/X010/,15.000000000000000,F,104561045710460.000000000000000,6315,2750,Bronx,NY,1,Hazardous,D,D2,1,0,0,#d9838d
1614,1888-12-08 00:00:00.0000000,127.500000000000000,1700 CROTONA AVENUE,X,PARK,203.000000000000000,17.000000000000000,X-03,Crotona Park,100005136.000000000000000,X010,308C0683-6CB1-4620-836B-6E76DF2CE6D3,DPR,"Crotona Park North to South, Fulton Av to Southern Blvd and Crotona Park East",True,Crotona Park,79.000000000000000,32.000000000000000,5649.000000000000000,X010,X-03,T,X-03,X-03,F,42.000000000000000,F,Crotona Park,Large Park,Flagship Park,http://www.nycgovparks.org/parks/X010/,15.000000000000000,F,104561045710460.000000000000000,6316,2751,Bronx,NY,1,Hazardous,D,D3,1,0,0,#d9838d
1614,1888-12-08 00:00:00.0000000,127.500000000000000,1700 CROTONA AVENUE,X,PARK,203.000000000000000,17.000000000000000,X-03,Crotona Park,100005136.000000000000000,X010,308C0683-6CB1-4620-836B-6E76DF2CE6D3,DPR,"Crotona Park North to South, Fulton Av to Southern Blvd and Crotona Park East",True,Crotona Park,79.000000000000000,32.000000000000000,5649.000000000000000,X010,X-03,T,X-03,X-03,F,42.000000000000000,F,Crotona Park,Large Park,Flagship Park,http://www.nycgovparks.org/parks/X010/,15.000000000000000,F,104561045710460.000000000000000,6317,2752,Bronx,NY,1,Hazardous,D,D4,1,0,0,#d9838d
1614,1888-12-08 00:00:00.0000000,127.500000000000000,1700 CROTONA AVENUE,X,PARK,203.000000000000000,17.000000000000000,X-03,Crotona Park,100005136.000000000000000,X010,308C0683-6CB1-4620-836B-6E76DF2CE6D3,DPR,"Crotona Park North to South, Fulton Av to Southern Blvd and Crotona Park East",True,Crotona Park,79.000000000000000,32.000000000000000,5649.000000000000000,X010,X-03,T,X-03,X-03,F,42.000000000000000,F,Crotona Park,Large Park,Flagship Park,http://www.nycgovparks.org/parks/X010/,15.000000000000000,F,104561045710460.000000000000000,6318,2753,Bronx,NY,1,Hazardous,D,D5,1,0,0,#d9838d
1614,1888-12-08 00:00:00.0000000,127.500000000000000,1700 CROTONA AVENUE,X,PARK,203.000000000000000,17.000000000000000,X-03,Crotona Park,100005136.000000000000000,X010,308C0683-6CB1-4620-836B-6E76DF2CE6D3,DPR,"Crotona Park North to South, Fulton Av to Southern Blvd and Crotona Park East",True,Crotona Park,79.000000000000000,32.000000000000000,5649.000000000000000,X010,X-03,T,X-03,X-03,F,42.000000000000000,F,Crotona Park,Large Park,Flagship Park,http://www.nycgovparks.org/parks/X010/,15.000000000000000,F,104561045710460.000000000000000,6322,11383,Bronx,NY,1,Industrial,,Industrial,0,0,1,#000000
1822,1888-12-12 00:00:00.0000000,1146.430000000000064,3545 JEROME AVENUE,X,PARK,207208212.000000029802322,11.000000000000000,X-13,Van Cortlandt Park,100005066.000000000000000,X092,07994A1D-F2A5-48C7-8471-43C849E974B2,DPR,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",True,Van Cortlandt Park,81.000000000000000,33.000000000000000,6421.000000000000000,X092,X-13,T,X-13,X-13,F,50.000000000000000,F,Van Cortlandt Park,Flagship Park,Flagship Park,http://www.nycgovparks.org/parks/X092/,15.000000000000000,F,104671047010471104217088.000000000000000,6279,2738,Bronx,NY,1,Best,A,A2,1,0,0,#76a865
1822,1888-12-12 00:00:00.0000000,1146.430000000000064,3545 JEROME AVENUE,X,PARK,207208212.000000029802322,11.000000000000000,X-13,Van Cortlandt Park,100005066.000000000000000,X092,07994A1D-F2A5-48C7-8471-43C849E974B2,DPR,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",True,Van Cortlandt Park,81.000000000000000,33.000000000000000,6421.000000000000000,X092,X-13,T,X-13,X-13,F,50.000000000000000,F,Van Cortlandt Park,Flagship Park,Flagship Park,http://www.nycgovparks.org/parks/X092/,15.000000000000000,F,104671047010471104217088.000000000000000,6280,2737,Bronx,NY,1,Still Desirable,B,B1,1,0,0,#7cb5bd
1822,1888-12-12 00:00:00.0000000,1146.430000000000064,3545 JEROME AVENUE,X,PARK,207208212.000000029802322,11.000000000000000,X-13,Van Cortlandt Park,100005066.000000000000000,X092,07994A1D-F2A5-48C7-8471-43C849E974B2,DPR,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",True,Van Cortlandt Park,81.000000000000000,33.000000000000000,6421.000000000000000,X092,X-13,T,X-13,X-13,F,50.000000000000000,F,Van Cortlandt Park,Flagship Park,Flagship Park,http://www.nycgovparks.org/parks/X092/,15.000000000000000,F,104671047010471104217088.000000000000000,6283,2739,Bronx,NY,1,Still Desirable,B,B2,1,0,0,#7cb5bd
1822,1888-12-12 00:00:00.0000000,1146.430000000000064,3545 JEROME AVENUE,X,PARK,207208212.000000029802322,11.000000000000000,X-13,Van Cortlandt Park,100005066.000000000000000,X092,07994A1D-F2A5-48C7-8471-43C849E974B2,DPR,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",True,Van Cortlandt Park,81.000000000000000,33.000000000000000,6421.000000000000000,X092,X-13,T,X-13,X-13,F,50.000000000000000,F,Van Cortlandt Park,Flagship Park,Flagship Park,http://www.nycgovparks.org/parks/X092/,15.000000000000000,F,104671047010471104217088.000000000000000,6284,2774,Bronx,NY,1,Still Desirable,B,B3,1,0,0,#7cb5bd
1822,1888-12-12 00:00:00.0000000,1146.430000000000064,3545 JEROME AVENUE,X,PARK,207208212.000000029802322,11.000000000000000,X-13,Van Cortlandt Park,100005066.000000000000000,X092,07994A1D-F2A5-48C7-8471-43C849E974B2,DPR,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",True,Van Cortlandt Park,81.000000000000000,33.000000000000000,6421.000000000000000,X092,X-13,T,X-13,X-13,F,50.000000000000000,F,Van Cortlandt Park,Flagship Park,Flagship Park,http://www.nycgovparks.org/parks/X092/,15.000000000000000,F,104671047010471104217088.000000000000000,6285,2741,Bronx,NY,1,Still Desirable,B,B4,1,0,0,#7cb5bd
1822,1888-12-12 00:00:00.0000000,1146.430000000000064,3545 JEROME AVENUE,X,PARK,207208212.000000029802322,11.000000000000000,X-13,Van Cortlandt Park,100005066.000000000000000,X092,07994A1D-F2A5-48C7-8471-43C849E974B2,DPR,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",True,Van Cortlandt Park,81.000000000000000,33.000000000000000,6421.000000000000000,X092,X-13,T,X-13,X-13,F,50.000000000000000,F,Van Cortlandt Park,Flagship Park,Flagship Park,http://www.nycgovparks.org/parks/X092/,15.000000000000000,F,104671047010471104217088.000000000000000,6286,2745,Bronx,NY,1,Still Desirable,B,B5,1,0,0,#7cb5bd
1822,1888-12-12 00:00:00.0000000,1146.430000000000064,3545 JEROME AVENUE,X,PARK,207208212.000000029802322,11.000000000000000,X-13,Van Cortlandt Park,100005066.000000000000000,X092,07994A1D-F2A5-48C7-8471-43C849E974B2,DPR,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",True,Van Cortlandt Park,81.000000000000000,33.000000000000000,6421.000000000000000,X092,X-13,T,X-13,X-13,F,50.000000000000000,F,Van Cortlandt Park,Flagship Park,Flagship Park,http://www.nycgovparks.org/parks/X092/,15.000000000000000,F,104671047010471104217088.000000000000000,6291,2740,Bronx,NY,1,Definitely Declining,C,C1,1,0,0,#ffff00
1822,1888-12-12 00:00:00.0000000,1146.430000000000064,3545 JEROME AVENUE,X,PARK,207208212.000000029802322,11.000000000000000,X-13,Van Cortlandt Park,100005066.000000000000000,X092,07994A1D-F2A5-48C7-8471-43C849E974B2,DPR,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",True,Van Cortlandt Park,81.000000000000000,33.000000000000000,6421.000000000000000,X092,X-13,T,X-13,X-13,F,50.000000000000000,F,Van Cortlandt Park,Flagship Park,Flagship Park,http://www.nycgovparks.org/parks/X092/,15.000000000000000,F,104671047010471104217088.000000000000000,6323,11384,Bronx,NY,1,Commercial,,Commercial,0,1,0,#000000
1827,1937-09-13 00:00:00.0000000,205.310000000000002,,X,PARK,209.000000000000000,18.000000000000000,X-09,Soundview Park,100004770.000000000000000,X118,3098FBA1-AA8D-4541-BBFF-3F7D16D766D9,DPR,"Bronx River, Bronx River Ave. bet. Lafayette Ave., Surf Dr.",Part,Soundview Park,85.000000000000000,29.000000000000000,6210.000000000000000,X118,X-09,T,X-09,X-09,F,43.000000000000000,F,Soundview Park,Large Park,Flagship Park,http://www.nycgovparks.org/parks/X118/,14.000000000000002,T,10473.000000000000000,6310,2755,Bronx,NY,1,Definitely Declining,C,C6,1,0,0,#ffff00
1827,1937-09-13 00:00:00.0000000,205.310000000000002,,X,PARK,209.000000000000000,18.000000000000000,X-09,Soundview Park,100004770.000000000000000,X118,3098FBA1-AA8D-4541-BBFF-3F7D16D766D9,DPR,"Bronx River, Bronx River Ave. bet. Lafayette Ave., Surf Dr.",Part,Soundview Park,85.000000000000000,29.000000000000000,6210.000000000000000,X118,X-09,T,X-09,X-09,F,43.000000000000000,F,Soundview Park,Large Park,Flagship Park,http://www.nycgovparks.org/parks/X118/,14.000000000000002,T,10473.000000000000000,6311,2757,Bronx,NY,1,Definitely Declining,C,C7,1,0,0,#ffff00
1827,1937-09-13 00:00:00.0000000,205.310000000000002,,X,PARK,209.000000000000000,18.000000000000000,X-09,Soundview Park,100004770.000000000000000,X118,3098FBA1-AA8D-4541-BBFF-3F7D16D766D9,DPR,"Bronx River, Bronx River Ave. bet. Lafayette Ave., Surf Dr.",Part,Soundview Park,85.000000000000000,29.000000000000000,6210.000000000000000,X118,X-09,T,X-09,X-09,F,43.000000000000000,F,Soundview Park,Large Park,Flagship Park,http://www.nycgovparks.org/parks/X118/,14.000000000000002,T,10473.000000000000000,6312,2758,Bronx,NY,1,Definitely Declining,C,C8,1,0,0,#ffff00
1827,1937-09-13 00:00:00.0000000,205.310000000000002,,X,PARK,209.000000000000000,18.000000000000000,X-09,Soundview Park,100004770.000000000000000,X118,3098FBA1-AA8D-4541-BBFF-3F7D16D766D9,DPR,"Bronx River, Bronx River Ave. bet. Lafayette Ave., Surf Dr.",Part,Soundview Park,85.000000000000000,29.000000000000000,6210.000000000000000,X118,X-09,T,X-09,X-09,F,43.000000000000000,F,Soundview Park,Large Park,Flagship Park,http://www.nycgovparks.org/parks/X118/,14.000000000000002,T,10473.000000000000000,6313,2759,Bronx,NY,1,Definitely Declining,C,C9,1,0,0,#ffff00
1827,1937-09-13 00:00:00.0000000,205.310000000000002,,X,PARK,209.000000000000000,18.000000000000000,X-09,Soundview Park,100004770.000000000000000,X118,3098FBA1-AA8D-4541-BBFF-3F7D16D766D9,DPR,"Bronx River, Bronx River Ave. bet. Lafayette Ave., Surf Dr.",Part,Soundview Park,85.000000000000000,29.000000000000000,6210.000000000000000,X118,X-09,T,X-09,X-09,F,43.000000000000000,F,Soundview Park,Large Park,Flagship Park,http://www.nycgovparks.org/parks/X118/,14.000000000000002,T,10473.000000000000000,6320,2756,Bronx,NY,1,Hazardous,D,D7,1,0,0,#d9838d
1827,1937-09-13 00:00:00.0000000,205.310000000000002,,X,PARK,209.000000000000000,18.000000000000000,X-09,Soundview Park,100004770.000000000000000,X118,3098FBA1-AA8D-4541-BBFF-3F7D16D766D9,DPR,"Bronx River, Bronx River Ave. bet. Lafayette Ave., Surf Dr.",Part,Soundview Park,85.000000000000000,29.000000000000000,6210.000000000000000,X118,X-09,T,X-09,X-09,F,43.000000000000000,F,Soundview Park,Large Park,Flagship Park,http://www.nycgovparks.org/parks/X118/,14.000000000000002,T,10473.000000000000000,6322,11383,Bronx,NY,1,Industrial,,Industrial,0,0,1,#000000
1873,1864-06-15 00:00:00.0000000,526.250000000000114,95 PROSPECT PARK WEST,B,PARK,306307314309308.000000000000000,39.000000000000000,B-19,Prospect Park,100004003.000000000000000,B073,2E313F13-E826-45C6-8E10-C342CDE4D9A9,DPR,"Prospect Pk W, Flatbush, Parkside, Ocean Aves",False,Prospect Park,44.000000000000000,19.999999999999996,69238.000000000000000,B073,B-19,T,B-19,B-19,F,78.000000000000000,F,Prospect Park,Flagship Park,Flagship Park,http://www.nycgovparks.org/parks/B073/,9.999999999999998,F,11215.000000000000000,6335,2701,Brooklyn,NY,1,Still Desirable,B,B3,1,0,0,#7cb5bd
1873,1864-06-15 00:00:00.0000000,526.250000000000114,95 PROSPECT PARK WEST,B,PARK,306307314309308.000000000000000,39.000000000000000,B-19,Prospect Park,100004003.000000000000000,B073,2E313F13-E826-45C6-8E10-C342CDE4D9A9,DPR,"Prospect Pk W, Flatbush, Parkside, Ocean Aves",False,Prospect Park,44.000000000000000,19.999999999999996,69238.000000000000000,B073,B-19,T,B-19,B-19,F,78.000000000000000,F,Prospect Park,Flagship Park,Flagship Park,http://www.nycgovparks.org/parks/B073/,9.999999999999998,F,11215.000000000000000,6336,2716,Brooklyn,NY,1,Still Desirable,B,B4,1,0,0,#7cb5bd
1873,1864-06-15 00:00:00.0000000,526.250000000000114,95 PROSPECT PARK WEST,B,PARK,306307314309308.000000000000000,39.000000000000000,B-19,Prospect Park,100004003.000000000000000,B073,2E313F13-E826-45C6-8E10-C342CDE4D9A9,DPR,"Prospect Pk W, Flatbush, Parkside, Ocean Aves",False,Prospect Park,44.000000000000000,19.999999999999996,69238.000000000000000,B073,B-19,T,B-19,B-19,F,78.000000000000000,F,Prospect Park,Flagship Park,Flagship Park,http://www.nycgovparks.org/parks/B073/,9.999999999999998,F,11215.000000000000000,6337,2713,Brooklyn,NY,1,Still Desirable,B,B5,1,0,0,#7cb5bd
1873,1864-06-15 00:00:00.0000000,526.250000000000114,95 PROSPECT PARK WEST,B,PARK,306307314309308.000000000000000,39.000000000000000,B-19,Prospect Park,100004003.000000000000000,B073,2E313F13-E826-45C6-8E10-C342CDE4D9A9,DPR,"Prospect Pk W, Flatbush, Parkside, Ocean Aves",False,Prospect Park,44.000000000000000,19.999999999999996,69238.000000000000000,B073,B-19,T,B-19,B-19,F,78.000000000000000,F,Prospect Park,Flagship Park,Flagship Park,http://www.nycgovparks.org/parks/B073/,9.999999999999998,F,11215.000000000000000,6339,2709,Brooklyn,NY,1,Still Desirable,B,B7,1,0,0,#7cb5bd
1873,1864-06-15 00:00:00.0000000,526.250000000000114,95 PROSPECT PARK WEST,B,PARK,306307314309308.000000000000000,39.000000000000000,B-19,Prospect Park,100004003.000000000000000,B073,2E313F13-E826-45C6-8E10-C342CDE4D9A9,DPR,"Prospect Pk W, Flatbush, Parkside, Ocean Aves",False,Prospect Park,44.000000000000000,19.999999999999996,69238.000000000000000,B073,B-19,T,B-19,B-19,F,78.000000000000000,F,Prospect Park,Flagship Park,Flagship Park,http://www.nycgovparks.org/parks/B073/,9.999999999999998,F,11215.000000000000000,6345,2702,Brooklyn,NY,1,Definitely Declining,C,C12,1,0,0,#ffff00
1873,1864-06-15 00:00:00.0000000,526.250000000000114,95 PROSPECT PARK WEST,B,PARK,306307314309308.000000000000000,39.000000000000000,B-19,Prospect Park,100004003.000000000000000,B073,2E313F13-E826-45C6-8E10-C342CDE4D9A9,DPR,"Prospect Pk W, Flatbush, Parkside, Ocean Aves",False,Prospect Park,44.000000000000000,19.999999999999996,69238.000000000000000,B073,B-19,T,B-19,B-19,F,78.000000000000000,F,Prospect Park,Flagship Park,Flagship Park,http://www.nycgovparks.org/parks/B073/,9.999999999999998,F,11215.000000000000000,6362,2697,Brooklyn,NY,1,Definitely Declining,C,C5,1,0,0,#ffff00
1873,1864-06-15 00:00:00.0000000,526.250000000000114,95 PROSPECT PARK WEST,B,PARK,306307314309308.000000000000000,39.000000000000000,B-19,Prospect Park,100004003.000000000000000,B073,2E313F13-E826-45C6-8E10-C342CDE4D9A9,DPR,"Prospect Pk W, Flatbush, Parkside, Ocean Aves",False,Prospect Park,44.000000000000000,19.999999999999996,69238.000000000000000,B073,B-19,T,B-19,B-19,F,78.000000000000000,F,Prospect Park,Flagship Park,Flagship Park,http://www.nycgovparks.org/parks/B073/,9.999999999999998,F,11215.000000000000000,6363,2717,Brooklyn,NY,1,Definitely Declining,C,C6,1,0,0,#ffff00
1873,1864-06-15 00:00:00.0000000,526.250000000000114,95 PROSPECT PARK WEST,B,PARK,306307314309308.000000000000000,39.000000000000000,B-19,Prospect Park,100004003.000000000000000,B073,2E313F13-E826-45C6-8E10-C342CDE4D9A9,DPR,"Prospect Pk W, Flatbush, Parkside, Ocean Aves",False,Prospect Park,44.000000000000000,19.999999999999996,69238.000000000000000,B073,B-19,T,B-19,B-19,F,78.000000000000000,F,Prospect Park,Flagship Park,Flagship Park,http://www.nycgovparks.org/parks/B073/,9.999999999999998,F,11215.000000000000000,6389,2696,Brooklyn,NY,1,Hazardous,D,D9,1,0,0,#d9838d
